Start Location,Start Geofence,End Location,End Geofence,Distance,Registration
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Safari,6.92,DFP8546
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Safari,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,3.37,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,4.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,9.37,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Shaabani Robert Street, Kivukoni, Ilala, Dar es Salaam, Tanzania",,10.21,DFP8546
"Shaabani Robert Street, Kivukoni, Ilala, Dar es Salaam, Tanzania",,"Shaabani Robert Street, Kivukoni, Ilala, Dar es Salaam, Tanzania",,0.0,DFP8546
"Shaabani Robert Street, Kivukoni, Ilala, Dar es Salaam, Tanzania",,"Garden Avenue, Kivukoni, Ilala, Dar es Salaam, Tanzania",,0.26,DFP8546
"Garden Avenue, Kivukoni, Ilala, Dar es Salaam, Tanzania",,"Shaabani Robert Street, Kivukoni, Ilala, Dar es Salaam, Tanzania",,0.0,DFP8546
"Shaabani Robert Street, Kivukoni, Ilala, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,10.02,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.18,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,9.39,DFP8546
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,7.18,DFP8546
"Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Bagamoyo Road, Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,3.36,DFP8546
"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Sam Nujoma Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,6.36,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,8.77,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Kimara, Kinondoni, Dar es Salaam, Tanzania",,13.15,DFP8546
"Kimara, Kinondoni, Dar es Salaam, Tanzania",,"Kimara, Kinondoni, Dar es Salaam, Tanzania",,1.69,DFP8546
"Kimara, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,8.82,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.06,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,11.81,DFP8546
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mkuranga, Pwani, Tanzania",,71.69,DFP8546
"Mkuranga, Pwani, Tanzania",,"Mkuranga, Pwani, Tanzania",Salasa Milling Ma,0.22,DFP8546
"Mkuranga, Pwani, Tanzania",Salasa Milling Machine,"Mkuranga, Pwani, Tanzania",,2.6,DFP8546
"Mkuranga, Pwani, Tanzania",,"B2, Mkuranga, Pwani, Tanzania",,0.63,DFP8546
"B2, Mkuranga, Pwani, Tanzania",,"Mkuranga, Pwani, Tanzania",Salasa Milling Ma,2.42,DFP8546
"Mkuranga, Pwani, Tanzania",Salasa Milling Machine,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,73.4,DFP8546
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,11.01,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,9.35,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,5.38,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,5.24,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,6.11,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,13.66,DFP8546
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,1.09,DFP8546
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,1.19,DFP8546
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,11.29,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,9.57,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,3.32,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,3.42,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,3.2,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,3.49,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,5.14,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,5.67,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,18.54,DFP8546
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,3.85,DFP8546
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,3.99,DFP8546
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,15.38,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,11.54,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Kimweri Avenue, Msasani, Kinondoni, Dar es Salaam, Tanzania",,5.89,DFP8546
"Kimweri Avenue, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,0.61,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,5.13,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,5.12,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,16.92,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Sam Nujoma Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,6.54,DFP8546
"Sam Nujoma Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Sam Nujoma Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Sam Nujoma Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,8.6,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,18.09,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Kimweri Avenue, Msasani, Kinondoni, Dar es Salaam, Tanzania",,0.82,DFP8546
"Kimweri Avenue, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,2.94,DFP8546
"Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,1.81,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,8.15,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,9.14,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,13.5,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Msasani, Kinondoni, Dar es Salaam, Tanzania",,0.91,DFP8546
"Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,0.93,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,5.16,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,2.87,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",,13.65,DFP8546
"Kunduchi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,18.94,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Somanga Street, Magomeni, Kinondoni, Dar es Salaam, Tanzania",,10.76,DFP8546
"Somanga Street, Magomeni, Kinondoni, Dar es Salaam, Tanzania",,"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,5.18,DFP8546
"Old Bagamoyo Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,10.58,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.5,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,5.18,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,5.13,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Sanku : Manzese,6.84,DFP8546
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Sanku : Manzese,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,5.84,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,2.2,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Kimweri Avenue, Msasani, Kinondoni, Dar es Salaam, Tanzania",,16.93,DFP8546
"Kimweri Avenue, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,18.74,DFP8546
"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,14.6,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,9.16,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.4,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,8.3,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,77.1,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,15.98,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,5.24,DFP8546
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,11.92,DFP8546
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,6.19,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,5.3,DFP8546
"Chole Road, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,5.25,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Shekitango Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,5.54,DFP8546
"Shekitango Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,6.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,13.69,DFP8546
"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,0.0,DFP8546
"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,14.42,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Samora Avenue, Mchafukoge, Ilala, Dar es Salaam, Tanzania",,13.39,DFP8546
"Samora Avenue, Mchafukoge, Ilala, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,10.08,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,8.24,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,12.0,DFP8546
"Nyerere Road, Kipawa, Ilala, Dar es Salaam, Tanzania",,"Kimweri Avenue, Msasani, Kinondoni, Dar es Salaam, Tanzania",,19.5,DFP8546
"Kimweri Avenue, Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,5.28,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Tumbi, Kibaha, Pwani, Tanzania",,31.04,DFP8546
"Tumbi, Kibaha, Pwani, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,32.37,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,2.57,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Shekitango Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,5.6,DFP8546
"Shekitango Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,"Shekitango Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,0.25,DFP8546
"Shekitango Road, Sinza, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,4.97,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.44,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,2.36,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Kawe, Kinondoni, Dar es Salaam, Tanzania",,16.26,DFP8546
"Kawe, Kinondoni, Dar es Salaam, Tanzania",,"Sam Nujoma Road, Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",,6.83,DFP8546
"Sam Nujoma Road, Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,6.63,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,2.25,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,1.24,DFP8546
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,8.04,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,7.2,DFP8546
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,12.71,DFP8546
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,18.41,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,14.02,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Sanku : Manzese,4.97,DFP8546
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,5.51,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Safari,4.88,DFP8546
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Safari,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,3.12,DFP8546
"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,6.78,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Kitunda, Ilala, Dar es Salaam, Tanzania",Nguju C,30.78,DFP8546
"Kitunda, Ilala, Dar es Salaam, Tanzania",,"Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",,43.93,DFP8546
"Kijito Nyama, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,1.91,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,5.27,DFP8546
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,5.64,DFP8546
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,DFP8546
